text,label
"This Agreement shall commence on the Effective Date and, unless terminated earlier pursuant to Section 3.2 or 3.3 of this Agreement, shall  continue until the twentieth (20th) anniversary of the Effective Date; provided, however, (i) Operator shall have the right to terminate this  Agreement at any time upon no less than 120 days prior written notice to Owner, if Operator provides a substitute operator acceptable to Owner,  as determined in its reasonable discretion, who (A) has experience operating similar assets, (B) has the ability to provide at least the same quality  of service as Operator, (C) has the financial ability to perform the obligations hereunder, and (D) is ready, willing and able to execute an operation  and maintenance agreement substantially similar to this Agreement and acceptable to Owner, as determined in its reasonable discretion, and  (ii) Owner shall have the right to terminate this Agreement at any time upon no less than 120 days prior written notice to Operator.",Termination For Convenience
Any attempted assignment of this Agreement in violation of this Section 9.13 shall be null and void.,Anti-Assignment
"Operator shall not make any assignment of all or any part of this Agreement or any of the rights or obligations hereunder unless there first shall  have been obtained the written consent thereto of Owner, which consent shall not be unreasonably withheld, conditioned, or delayed.",Anti-Assignment
Owner shall  not make any assignment of all or any part of this Agreement or any of the rights or obligations hereunder except in connection with the sale or  conveyance of all or any part of the Gathering System.,Anti-Assignment
"IN FURTHERANCE OF THE FOREGOING, EACH PARTY RELEASES THE OTHER PARTY AND  WAIVES ANY RIGHT OF RECOVERY FOR SPECIAL, INDIRECT, CONSEQUENTIAL, PUNITIVE, OR EXEMPLARY DAMAGES SUFFERED BY SUCH PARTY  REGARDLESS OF WHETHER ANY SUCH DAMAGES ARE CAUSED BY THE OTHER PARTY'S NEGLIGENCE (AND REGARDLESS OF WHETHER SUCH  NEGLIGENCE IS SOLE, JOINT, CONCURRENT, ACTIVE, PASSIVE, OR GROSS NEGLIGENCE), FAULT, OR LIABILITY WITHOUT FAULT.",Cap On Liability
"NOTWITHSTANDING ANYTHING IN THIS AGREEMENT TO THE CONTRARY, NEITHER PARTY SHALL BE LIABLE TO THE OTHER PARTY FOR SPECIAL,  INDIRECT, CONSEQUENTIAL, PUNITIVE, OR EXEMPLARY DAMAGES SUFFERED BY SUCH PARTY RESULTING FROM OR ARISING OUT OF THIS  AGREEMENT OR THE BREACH THEREOF OR UNDER ANY OTHER THEORY OF LIABILITY, WHETHER TORT, NEGLIGENCE, STRICT LIABILITY, BREACH  OF CONTRACT, WARRANTY, INDEMNITY, OR OTHERWISE, INCLUDING, WITHOUT LIMITATION, LOSS OF USE, INCREASED COST OF OPERATIONS, LOSS  OF PROFIT OR REVENUE, OR BUSINESS INTERRUPTIONS.",Cap On Liability
"AIG shall have the absolute right        to terminate this Agreement upon thirty (30) days' prior written notice        to the Company, which notice shall state the effective date of        termination (the ""Termination Date""); PROVIDED, HOWEVER, that AIG agrees        not to terminate this Agreement unless (a) AIG significantly modifies        the corporate structure or ownership of the Company, or (b) AIG sells        the Company to an acquirer (i) having a rating from at least one of S&P,        Moody's, A.M. Best or a substitute agency, which is a nationally        recognized statistical rating organization, that is at least equal to        the lower of (x) AIG's then-current rating from such agency or (y) the        Company's then-current rating as supported by this Agreement from such        agency; or (ii) such that, immediately on the effective date of the sale        by AIG of the Company, the Company's capitalization is consistent with        the minimum capital adequacy standards and criteria of at least one of        S&P, Moody's, A.M. Best or a substitute agency, which is a nationally        recognized statistical rating organization, for a rating that is equal        to or better than the Company's then-current rating on the date        immediately preceding such sale.",Termination For Convenience
"This Agreement is not, and nothing herein contained and nothing done        pursuant hereto by AIG shall constitute or be construed or deemed to        constitute, an evidence of indebtedness or an obligation or liability of        AIG as guarantor, endorser, surety or otherwise in respect of any        obligation, indebtedness or liability, of any kind whatsoever, of the        Company.",Cap On Liability
"This Agreement does not provide, and is not intended to be        construed or deemed to provide, any policyholder of the Company with        recourse to or against any of the assets of AIG.",Cap On Liability
The rights and obligations under this maintenance and support contract may       not be assigned in whole or in part by either party without the prior       written consent by the other party.,Anti-Assignment
"Sicap Ltd's liability for indirect loss, including consequential loss,       loss of profit, lost savings and loss caused by interruption of operations       is excluded.",Cap On Liability
"Licensee will not sell, lease, lend, transfer, assign, hypothecate, or otherwise distribute the licensed programs to  any third party for use in the field of foreign exchange transactions unless the Licensee receives specific approval  of the Licensor.",Anti-Assignment
"Licensee may not assign this Agreement or assign, sublicense and/or transfer in any manner its license rights hereunder in  whole or in part without Licensor's prior written consent.",Anti-Assignment
"Licensee agrees it shall not exchange, lease, sublease, distribute, assign, sell or otherwise transfer in any manner any right and/or interest  incident to the License Technology to any third party under any circumstances, without the prior written consent of the Licensor.",Anti-Assignment
"Any attempt to assign this Agreement or assign, sublicense and/or transfer in any  manner Licensee's license rights hereunder without such consent will be void and of no effect.",Anti-Assignment
IN NO EVENT SHALL LICENSOR'S AGGREGATE CUMULATIVE TOTAL LIABILITY UNDER THIS AGREEMENT EXCEED ONE  HALF OF THE AMOUNT PAID BY THE LICENSEE TO Licensor HEREUNDER.,Cap On Liability
"NEITHER PARTY WILL BE LIABLE TO THE OTHER FOR DAMAGES OF ANY KIND, INCLUDING  WITHOUT LIMITATION INCIDENTAL OR CONSEQUENTIAL DAMAGES, DAMAGES FOR THE LOSS OF GOODWILL, PROSPECTIVE  PROFITS OR ANTICIPATED INCOME, OR DAMAGES RESULTING FROM ANY EXPENDITURES, INVESTMENTS, LEASES OR  COMMITMENTS MADE BY EITHER PARTY ON ACCOUNT OF THE TERMINATION OR EXPIRATION OF THIS AGREEMENT IN ACCORDANCE WITH ITS TERMS.",Cap On Liability
"IN NO EVENT SHALL LICENSOR BE LIABLE TO LICENSEE OR TO ANY THIRD PARTY FOR ANY SPECIAL, INDIRECT,  INCIDENTAL OR CONSEQUENTIAL DAMAGES (INCLUDING WITHOUT LIMITATION LOSS OF USE, DATA, BUSINESS OR PROFITS)  ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT OR THE USE, OPERATION OR PERFORMANCE OF ANY OF THE  LICENSED TECHNOLOGY, WHETHER SUCH LIABILITY ARISES FROM ANY CLAIM BASED UPON CONTRACT, WARRANTY, TORT  (INCLUDING NEGLIGENCE), PRODUCT LIABILITY BREACH OR FAILURE OF EXPRESS OR IMPLIED WARRANTY OR CONDITION,  MISREPRESENTATION OR OTHERWISE, AND WHETHER OR NOT LICENSORHAS BEEN ADVISED OF THE POSSIBILITY OF SUCH LOSS  OR DAMAGE (INCLUDING, BUT NOT LIMITED TO, CLAIMS FOR LOSS OF DATA, GOODWILL, USE OF MONEY OR USE OF THE LICENSED TECHNOLOGY, INTERRUPTION IN USE OR AVAILABILITY OF DATA, STOPPAGE OF OTHER WORK OR IMPAIRMENT OR OTHER ASSETS), ARISING OUT OF BREACH OR FAILURE OF EXPRESS OR IMPLIED WARRANTY OR CONDITION, BREACH OF CONTRACT,  MISREPRESENTATION, NEGLIGENCE, STRICT LIABILITY IN TORT, OR OTHERWISE",Cap On Liability
"Licensor shall assume no liability, both contingent and otherwise, which may arise out of or be in any  way related to the following; (a) furnishing, performance, maintenance, use of, or inability to use all or  any part of the system, (b) any fault in the delivery or operation of the system, (c) suspension or  termination of the Licensee's ability to use all or part of the system, or any inaccuracies or omissions  in any information or documentation provided, (d) any failure or delay suffered or allegedly suffered  by Licensee in initiating and terminating trades, (e) the termination of all or part of this Licensee  Agreement by the Licensor, (f) the termination or modification of any and all parts of the License.",Cap On Liability
"The Licensee agrees that neither the Licensor, nor any of its respective affiliates, employees, officers,  or agents, shall be liable for any loss, damage, cost or expense, (direct or indirect) except for direct  damages arising from the gross negligence of willful misconduct of the Licensor.",Cap On Liability
Sparkling may terminate this Agreement at any time upon ninety (90) calendar days written notice to Garman.,Termination For Convenience
"Sparkling shall:<omitted>(c)    not assign this Agreement or transfer, lease, export or grant a sublicence of the Work to any Person, except as and when authorized to do so by Garman in writing;",Anti-Assignment
Neither party may assign this Agreement or any rights and obligations under this Agreement to any third party without the written consent of the other party.,Anti-Assignment
The exclusive remedy of either party in a claim against the other under this Agreement shall be the recovery of its direct damages.,Cap On Liability
"In no event shall either party be liable to the other for the recovery of any special, indirect or consequential damages even if the defendant party had been advised of the possibility of such damages including but not limited to lost profits, lost revenues, failure to realize expected savings, loss of data and loss of use.",Cap On Liability
"Following expiry of the initial period described in Clause 15 above, DCL or SEV giving not less than six months notice in  writing may terminate this Agreement.",Termination For Convenience
